/home/gorgsss/.local/lib/python3.8/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Using cuda device
Logging to ./logger/PPO_160
-----------------------------
| time/              |      |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 834        |
| time/                   |            |
|    fps                  | 178        |
|    iterations           | 45         |
|    time_elapsed         | 516        |
|    total_timesteps      | 92160      |
| train/                  |            |
|    approx_kl            | 0.01415129 |
|    clip_fraction        | 0.113      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.7      |
|    explained_variance   | -370       |
|    learning_rate        | 0.002      |
|    loss                 | 12.9       |
|    n_updates            | 440        |
|    policy_gradient_loss | -0.0056    |
|    std                  | 0.927      |
|    value_loss           | 29.7       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 834        |
| time/                   |            |
|    fps                  | 179        |
|    iterations           | 46         |
|    time_elapsed         | 526        |
|    total_timesteps      | 94208      |
| train/                  |            |
|    approx_kl            | 0.01582946 |
|    clip_fraction        | 0.278      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.7      |
|    explained_variance   | -1.62e+03  |
|    learning_rate        | 0.002      |
|    loss                 | 0.579      |
|    n_updates            | 450        |
|    policy_gradient_loss | -0.0102    |
|    std                  | 0.927      |
|    value_loss           | 3.9        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 929         |
| time/                   |             |
|    fps                  | 179         |
|    iterations           | 47          |
|    time_elapsed         | 537         |
|    total_timesteps      | 96256       |
| train/                  |             |
|    approx_kl            | 0.013163073 |
|    average_reward       | 1.33e+03    |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
|    explained_variance   | -75.7       |
|    learning_rate        | 0.002       |
|    loss                 | 59.1        |
|    n_updates            | 460         |
|    policy_gradient_loss | -0.00151    |
|    std                  | 0.927       |
|    value_loss           | 140         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 929        |
| time/                   |            |
|    fps                  | 178        |
|    iterations           | 48         |
|    time_elapsed         | 549        |
|    total_timesteps      | 98304      |
| train/                  |            |
|    approx_kl            | 0.01897869 |
|    clip_fraction        | 0.234      |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.7      |
|    explained_variance   | -2.29e+04  |
|    learning_rate        | 0.002      |
|    loss                 | 24         |
|    n_updates            | 470        |
|    policy_gradient_loss | -0.0102    |
|    std                  | 0.927      |
|    value_loss           | 50.8       |
----------------------------------------
[-4.608439334670834, 3510.2264627169116, 2280.214483690243, 2548.9614274786513, 2138.606924522973, -75.04253035941247, 2664.683946430138, 1933.2360561549547, -27.486580686097994, 2618.8489014228176, 2983.605397133291, 2735.4675880299296, 3582.562590824791, 458.08370451261897, 2705.0776321755834]
average score in a real environment : 2003.4958376475145
minimum score in a real environment : -75.04253035941247
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 937         |
| time/                   |             |
|    fps                  | 125         |
|    iterations           | 49          |
|    time_elapsed         | 797         |
|    total_timesteps      | 100352      |
| train/                  |             |
|    approx_kl            | 0.025302978 |
|    average_reward       | 1.41e+03    |
|    clip_fraction        | 0.359       |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.7       |
